ID,Asset Class,Equipment Classification,Radio Number,Make,Model,Description,Meter Type,Service Life by Age in Years,Service Life by Meter,Units Needed,Total Mileage.amt,Total Mileage.unit,Total Work Hours.amt,Total Work Hours.unit,Year,Department,Average Purchase Cost,Attached to,SAP_ID,Purchase Date,Total Cost,Manufactured Date,In Service Date,Deactivation on,Out of service,Condition Category,Annual Meter Average,Meter Based RSL in Years,Meter Based RSL Percentage.amt,Meter Based RSL Percentage.unit,Meter Based Condition Category,Age Based RSL in Years,Age Based RSL Percentage.amt,Age Based RSL Percentage.unit,Age Based Condition Category,Annual MR Average,MR Based RSL in Years,MR Based RSL in Percentage.amt,MR Based RSL in Percentage.unit,MR Based Condition Category
M89170,249,"TRUCK:32-43,999 NAVISTAR",110,IH,H507,2023 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,22426,mi,1324,hr,2023,M01,238000,M89170,9000007710,,12415.59,44927,44804,,No,Good,,,81,%,Excellent,7.6,76,%,Good,,,93,%,Excellent
M89167,249,"TRUCK:32-43,999 NAVISTAR",1419,IH,H507,2023 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,14667,mi,865,hr,2023,M14,238000,M89167,9000007709,,13668.63,44927,44804,,No,Good,,,88,%,Excellent,7.6,76,%,Good,,,93,%,Excellent
M89164,249,"TRUCK:32-43,999 NAVISTAR",711,IH,HV507,2023 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,11325,mi,619,hr,2023,M07,238000,M89164,9000007708,,19689.08,44927,44804,,No,Good,,,91,%,Excellent,7.6,76,%,Good,,,90,%,Excellent
M89161,249,"TRUCK:32-43,999 NAVISTAR",1211,IH,H507,2022 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,15924,mi,1181,hr,2022,M12,238000,M89161,9000007705,,68450.75,44562,44804,,No,Good,,,83,%,Excellent,6.6,66,%,Good,,,64,%,Good
M89158,249,"TRUCK:32-43,999 NAVISTAR",310,IH,H507,2023 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,11357,mi,1162,hr,2023,M03,238000,M89158,9000007703,,11804.15,44927,44804,,No,Good,,,83,%,Excellent,7.6,76,%,Good,,,94,%,Excellent
M89143,249,"TRUCK:32-43,999 NAVISTAR",340,IH,H507,2022 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,6819,mi,648,hr,2022,M03,238000,M89143,9000007707,,4608.51,44562,44804,,No,Good,,,91,%,Excellent,6.6,66,%,Good,,,98,%,Excellent
M87597,249,"TRUCK:32-43,999 NAVISTAR",1444,IH,7400,2020 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,16121,mi,979,hr,2021,M14,238000,M87597,9000007325,,27588.89,44197,44347,,No,Good,,,86,%,Excellent,5.6,56,%,Good,,,86,%,Excellent
M87596,249,"TRUCK:32-43,999 NAVISTAR",1440,IH,7400,2020 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,35494,mi,1852,hr,2021,M14,238000,M87596,9000007324,,25741.84,44197,44408,,No,Good,,,74,%,Good,5.6,56,%,Good,,,86,%,Excellent
M87595,249,"TRUCK:32-43,999 NAVISTAR",323,IH,7400,2020 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,14223,mi,1370,hr,2021,M03,238000,M87595,9000007323,,15582.4,44197,44408,,Yes,Good,,,80,%,Excellent,5.6,56,%,Good,,,92,%,Excellent
M87594,249,"TRUCK:32-43,999 NAVISTAR",823,IH,7400,2020 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,22019,mi,1489,hr,2021,M08,238000,M87594,9000007322,,41862.07,44197,44408,,No,Good,,,79,%,Good,5.6,56,%,Good,,,78,%,Good
M87593,249,"TRUCK:32-43,999 NAVISTAR",814,IH,7400,2020 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,24007,mi,1730,hr,2021,M08,238000,M87593,9000007321,,57239.44,44197,44377,,No,Good,,,75,%,Good,5.6,56,%,Good,,,70,%,Good
M87592,249,"TRUCK:32-43,999 NAVISTAR",812,IH,7400,2020 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,21543,mi,1197,hr,2021,M08,238000,M87592,9000007320,,29809.71,44197,44377,,No,Good,,,83,%,Excellent,5.6,56,%,Good,,,84,%,Excellent
M87591,249,"TRUCK:32-43,999 NAVISTAR",520,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS -RDS,Hours,10,7000,96,27871,mi,1810,hr,2021,M05,238000,M87591,9000007319,,29141.38,44197,44347,,No,Good,,,74,%,Good,5.6,56,%,Good,,,85,%,Excellent
M87590,249,"TRUCK:32-43,999 NAVISTAR",1416,IH,7400,2021 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,32501,mi,2088,hr,2021,M14,238000,M87590,9000007318,,21119.34,44197,44377,,No,Good,,,70,%,Good,5.6,56,%,Good,,,89,%,Excellent
M87589,249,"TRUCK:32-43,999 NAVISTAR",223,IH,7400,2021IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,25281,mi,1528,hr,2021,M02,238000,,9000007317,,26987.93,44197,44377,,No,Good,,,78,%,Good,5.6,56,%,Good,,,86,%,Excellent
M87588,249,"TRUCK:32-43,999 NAVISTAR",119,IH,7400 HV507 Single Axle,2020 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,33923,mi,2976,hr,2021,M01,238000,M87588,9000007316,,32761.62,44197,44377,,No,Good,,,57,%,Good,5.6,56,%,Good,,,83,%,Excellent
M75811,249,"TRUCK:32-43,999 NAVISTAR",112,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,83807,mi,6557,hr,2015,M01,238000,M75811,9000002398,,179048.51,42005,42107,,Yes,Poor,,,6,%,Fair,-0.4,-4,%,Poor,,,6,%,Fair
M75809,249,"TRUCK:32-43,999 NAVISTAR",720,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,110990,mi,7739,hr,2015,M07,238000,M75809,9000002396,,217458.34,42005,42090,,No,Poor,,,-11,%,Poor,-0.4,-4,%,Poor,,,-14,%,Poor
M75807,249,"TRUCK:32-43,999 NAVISTAR",122,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,79931,mi,6318,hr,2015,M01,238000,M75807,9000002394,,124520.39,42005,42107,,No,Poor,,,10,%,Fair,-0.4,-4,%,Poor,,,35,%,Fair
M75805,249,"TRUCK:32-43,999 NAVISTAR",117,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,83858,mi,6243,hr,2015,M01,238000,M75805,9000002392,,163169.42,42005,42107,,No,Poor,,,11,%,Fair,-0.4,-4,%,Poor,,,14,%,Fair
M75803,249,"TRUCK:32-43,999 NAVISTAR",820,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,78797,mi,5304,hr,2015,M08,238000,M75803,9000002390,,132789.64,42005,42107,,No,Poor,,,24,%,Fair,-0.4,-4,%,Poor,,,30,%,Fair
M75801,249,"TRUCK:32-43,999 NAVISTAR",822,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,77274,mi,5384,hr,2015,M08,238000,M75801,9000002388,,145780.34,42005,42107,,No,Poor,,,23,%,Fair,-0.4,-4,%,Poor,,,23,%,Fair
M75799,249,"TRUCK:32-43,999 NAVISTAR",214,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,54495,mi,4179,hr,2015,M02,238000,M75799,9000002386,,310204.41,42005,42107,,No,Critical,,,40,%,Good,-0.4,-4,%,Poor,,,-63,%,Critical
M75797,249,"TRUCK:32-43,999 NAVISTAR",513,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,98757,mi,7256,hr,2015,M05,238000,M75797,9000002384,,176132.28,42005,42107,,No,Poor,,,-4,%,Poor,-0.4,-4,%,Poor,,,7,%,Fair
M75795,249,"TRUCK:32-43,999 NAVISTAR",824,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,66349,mi,4964,hr,2015,M08,238000,M75795,9000002382,,203382.34,42005,42090,,No,Poor,,,29,%,Fair,-0.4,-4,%,Poor,,,-7,%,Poor
M75793,249,"TRUCK:32-43,999 NAVISTAR",1418,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,96,69504,mi,5781,hr,2015,M14,238000,M75793,9000002380,,131044.68,42005,42090,,No,Poor,,,17,%,Fair,-0.4,-4,%,Poor,,,31,%,Fair
M74618,249,"TRUCK:32-43,999 NAVISTAR",1415,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,95294,mi,8675,hr,2014,M14,238000,M74618,9000002194,,183925.32,41640,41666,,No,Poor,,,-24,%,Poor,-1.4,-14,%,Poor,,,3,%,Fair
M74616,249,"TRUCK:32-43,999 NAVISTAR",821,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,93372,mi,7028,hr,2014,M08,238000,M74616,9000002192,,193282.1,41640,41666,,No,Poor,,,0,%,Fair,-1.4,-14,%,Poor,,,-1,%,Poor
M74614,249,"TRUCK:32-43,999 NAVISTAR",521,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,114263,mi,9412,hr,2014,M05,238000,M74614,9000002190,,164095.49,41640,41666,,No,Poor,,,-34,%,Poor,-1.4,-14,%,Poor,,,14,%,Fair
M74612,249,"TRUCK:32-43,999 NAVISTAR",611,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,79685,mi,5807,hr,2014,M06,238000,M74612,9000002188,,145956.11,41640,41666,,No,Poor,,,17,%,Fair,-1.4,-14,%,Poor,,,23,%,Fair
M74610,249,"TRUCK:32-43,999 NAVISTAR",120,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,99368,mi,6702,hr,2014,M01,238000,M74610,9000002186,,163117.76,41640,41666,,Yes,Poor,,,4,%,Fair,-1.4,-14,%,Poor,,,14,%,Fair
M74608,249,"TRUCK:32-43,999 NAVISTAR",1411,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,107127,mi,9502,hr,2014,M14,238000,M74608,9000002184,,197630.42,41640,41666,,No,Poor,,,-36,%,Poor,-1.4,-14,%,Poor,,,-4,%,Poor
M74606,249,"TRUCK:32-43,999 NAVISTAR",211,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,74184,mi,5326,hr,2014,M02,238000,M74606,9000002182,,202501.01,41640,41666,,Yes,Poor,,,24,%,Fair,-1.4,-14,%,Poor,,,-6,%,Poor
M74604,249,"TRUCK:32-43,999 NAVISTAR",713,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,99875,mi,7181,hr,2014,M07,238000,M74604,9000002180,,238310.62,41640,41666,,No,Poor,,,-3,%,Poor,-1.4,-14,%,Poor,,,-25,%,Poor
M74596,249,"TRUCK:32-43,999 NAVISTAR",1112,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,84396,mi,6137,hr,2014,M11,238000,M74596,9000002173,,183914.17,41640,41666,,No,Poor,,,12,%,Fair,-1.4,-14,%,Poor,,,3,%,Fair
M74594,249,"TRUCK:32-43,999 NAVISTAR",215,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,96,65725,mi,5318,hr,2014,M02,238000,M74594,9000002171,,197911.11,41640,41666,,No,Poor,,,24,%,Fair,-1.4,-14,%,Poor,,,-4,%,Poor
M72994,249,"TRUCK:32-43,999 NAVISTAR",620,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,96,106741,mi,7228,hr,2014,M06,238000,M72994,9000001968,,196648.29,41640,41296,,No,Poor,,,-3,%,Poor,-1.4,-14,%,Poor,,,-3,%,Poor
M72992,249,"TRUCK:32-43,999 NAVISTAR",510,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,96,89963,mi,8225,hr,2014,M05,238000,M72992,9000001966,,168884.64,41640,41306,,No,Poor,,,-18,%,Poor,-1.4,-14,%,Poor,,,11,%,Fair
M72990,249,"TRUCK:32-43,999 NAVISTAR",123,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,96,95688,mi,7295,hr,2014,M01,238000,M72990,9000001964,,258339.2,41640,41296,,No,Poor,,,-4,%,Poor,-1.4,-14,%,Poor,,,-36,%,Poor
M72986,249,"TRUCK:32-43,999 NAVISTAR",1212,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,96,83045,mi,6279,hr,2014,M12,238000,M72986,9000001960,,303752.8,41640,41285,,Yes,Critical,,,10,%,Fair,-1.4,-14,%,Poor,,,-59,%,Critical
M72984,249,"TRUCK:32-43,999 NAVISTAR",610,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,96,90167,mi,7040,hr,2014,M06,238000,M72984,9000001958,,174195.98,41640,41285,,Yes,Poor,,,-1,%,Poor,-1.4,-14,%,Poor,,,9,%,Fair
M72982,249,"TRUCK:32-43,999 NAVISTAR",213,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,96,70000,mi,5952,hr,2014,M02,238000,M72982,9000001956,,221626.1,41640,41306,,No,Poor,,,15,%,Fair,-1.4,-14,%,Poor,,,-16,%,Poor
M72980,249,"TRUCK:32-43,999 NAVISTAR",622,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,96,106576,mi,7349,hr,2014,M06,238000,M72980,9000001954,,198771.55,41640,41285,,No,Poor,,,-5,%,Poor,-1.4,-14,%,Poor,,,-4,%,Poor
M71511,249,"TRUCK:32-43,999 NAVISTAR",113,IH,7400,IH 7400 PLOW TRUCK 2012,Hours,10,7000,96,111315,mi,8704,hr,2012,M01,238000,M71511,9000001851,,254379.73,40909,40802,,No,Poor,,,-24,%,Poor,-3.4,-34,%,Poor,,,-33,%,Poor
M71509,249,"TRUCK:32-43,999 NAVISTAR",311,IH,7400,2012/H 7400 PLOW TRUCK,Hours,10,7000,96,97292,mi,9039,hr,2012,M03,238000,M71509,9000001849,,2734208.23,40909,40802,,No,Critical,,,-29,%,Poor,-3.4,-34,%,Poor,,,-1336,%,Critical
M71507,249,"TRUCK:32-43,999 NAVISTAR",1619,IH,7400,Snow Plow Truck - Model 7400,Hours,10,7000,96,89606,mi,6178,hr,2012,M16,238000,M71507,9000001847,,218702.5,40909,40802,,No,Poor,,,12,%,Fair,-3.4,-34,%,Poor,,,-15,%,Poor
M71503,249,"TRUCK:32-43,999 NAVISTAR",217,IH,7400,IH 7400 2012 PLOW TRK,Hours,10,7000,96,75143,mi,6098,hr,2012,M02,238000,M71503,9000001844,,209317.11,40909,40802,,No,Poor,,,13,%,Fair,-3.4,-34,%,Poor,,,-10,%,Poor
M71501,249,"TRUCK:32-43,999 NAVISTAR",TR-24,IH,7400,IH 7400 2012 PLOW TRK,Hours,10,7000,96,94107,mi,8186,hr,2012,HPR,238000,M71501,9000001842,,224518.69,40909,40802,,No,Poor,,,-17,%,Poor,-3.4,-34,%,Poor,,,-18,%,Poor
M71499,249,"TRUCK:32-43,999 NAVISTAR",819,IH,7400,IH 7400 PLOW TRUCK 2012,Hours,10,7000,96,100557,mi,6793,hr,2012,M08,238000,M71499,9000001840,,223534.38,40909,40802,,No,Poor,,,3,%,Fair,-3.4,-34,%,Poor,,,-17,%,Poor
M70906,249,"TRUCK:32-43,999 NAVISTAR",818,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,103998,mi,7019,hr,2011,M08,238000,M70906,9000001629,,193416.23,40544,40626,,No,Poor,,,0,%,Fair,-4.4,-44,%,Poor,,,-2,%,Poor
M70902,249,"TRUCK:32-43,999 NAVISTAR",old 711,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,99831,mi,7760,hr,2011,CAP,238000,,9000001625,,194670.95,40544,40631,,No,Poor,,,-11,%,Poor,-4.4,-44,%,Poor,,,-2,%,Poor
M70900,249,"TRUCK:32-43,999 NAVISTAR",1122,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,81918,mi,5453,hr,2011,M11,238000,M70900,9000001623,,277674.59,40544,40653,,No,Poor,,,22,%,Fair,-4.4,-44,%,Poor,,,-46,%,Poor
M70898,249,"TRUCK:32-43,999 NAVISTAR",420,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,125987,mi,9270,hr,2011,M04,238000,M70898,9000001621,,358451.73,40544,40626,,No,Critical,,,-32,%,Poor,-4.4,-44,%,Poor,,,-88,%,Critical
M70896,249,"TRUCK:32-43,999 NAVISTAR",314,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,96972,mi,8915,hr,2011,M03,238000,M70896,9000001619,,148236.34,40544,40631,,No,Poor,,,-27,%,Poor,-4.4,-44,%,Poor,,,22,%,Fair
M70894,249,"TRUCK:32-43,999 NAVISTAR",313,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,96742,mi,8942,hr,2011,M03,238000,M70894,9000001617,,165531.91,40544,40606,,No,Poor,,,-28,%,Poor,-4.4,-44,%,Poor,,,13,%,Fair
M70892,249,"TRUCK:32-43,999 NAVISTAR",OLD 312,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,92349,mi,8080,hr,2011,CAP,238000,,9000001615,40606,131444.61,40544,40606,45729,No,Poor,567,-1.9,-15,%,Poor,-4.3,-43,%,Poor,3.94,7.9,31,%,Fair
M70890,249,"TRUCK:32-43,999 NAVISTAR",310,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,99985,mi,8582,hr,2011,CAP,238000,M70890,9000001613,40626,132316.35,40544,40626,45643,No,Poor,602,-2.6,-23,%,Poor,-4.2,-42,%,Poor,3.97,7.7,31,%,Fair
M70888,249,"TRUCK:32-43,999 NAVISTAR",115,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,108284,mi,8254,hr,2011,M01,238000,M70888,9000001611,,189860.52,40544,40616,,No,Poor,,,-18,%,Poor,-4.4,-44,%,Poor,,,0,%,Fair
M70886,249,"TRUCK:32-43,999 NAVISTAR",114,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,111891,mi,8858,hr,2011,M01,238000,M70886,9000001609,,262175.42,40544,40606,,No,Poor,,,-27,%,Poor,-4.4,-44,%,Poor,,,-38,%,Poor
M70884,249,"TRUCK:32-43,999 NAVISTAR",1412,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,96,107916,mi,8126,hr,2011,M14,238000,M70884,9000001607,,229772.3,40544,40616,,No,Poor,,,-16,%,Poor,-4.4,-44,%,Poor,,,-21,%,Poor
M69776,249,"TRUCK:32-43,999 NAVISTAR",320-TR,IH,7400,"IH 7400 Plow Trucks, 2010",Hours,10,7000,96,110208,mi,8799,hr,2010,CAP,238000,M89900,9000001478,40147,119073.45,40179,40147,45646,No,Critical,565,-3.2,-26,%,Poor,-5.5,-55,%,Critical,3.13,12,37,%,Fair
M69770,249,"TRUCK:32-43,999 NAVISTAR",old 340,IH,7400,IH 7400 Plow Truck 2010,Hours,10,7000,96,126919,mi,11047,hr,2010,CAP,238000,M69770,9000001472,40147,174816.36,40179,40147,,No,Critical,709,-5.7,-58,%,Critical,-5.5,-55,%,Critical,4.59,1.8,8,%,Fair
M68681,249,"TRUCK:32-43,999 NAVISTAR",,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,96,97709,mi,6989,hr,2008,CAP,238000,,9000001325,39961,169459.04,39448,39961,45527,No,Critical,435,0,0,%,Fair,-6,-60,%,Critical,4.45,2.5,11,%,Fair
M68667,249,"TRUCK:32-43,999 NAVISTAR",OLD 315,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,96,108860,mi,9296,hr,2008,CAP,238000,,9000001311,39961,141317.81,39448,39961,45699,No,Critical,578,-4,-33,%,Poor,-6,-60,%,Critical,3.71,6.9,26,%,Fair
M67173,249,"TRUCK:32-43,999 NAVISTAR",1442,IH,7400,2008 I/H 7400 PLOW TRUCK,Hours,10,7000,96,125925,mi,8694,hr,2008,M14,238000,M67173,9000001107,,258714.85,39448,39356,,No,Critical,,,-24,%,Poor,-7.4,-74,%,Critical,,,-36,%,Poor
M66371,249,"TRUCK:32-43,999 NAVISTAR",1221,IH,7400,'07 IH 7400 PLOW TRUCK,Hours,10,7000,96,136905,mi,9181,hr,2010,M12,238000,M66371,9000000977,,264662.2,40179,39203,,No,Critical,,,-31,%,Poor,-5.4,-54,%,Critical,,,-39,%,Poor
M64886,249,"TRUCK:32-43,999 NAVISTAR",old 220,IH,7400,2006 IH 7400 PLOW TRK,Hours,10,7000,96,115770,mi,8258,hr,2010,CAP,238000,,9000000808,38748,231863.09,40179,38748,,No,Critical,425,-3,-18,%,Poor,-9.3,-93,%,Critical,5.13,-4.2,-22,%,Poor
M64881,249,"TRUCK:32-43,999 NAVISTAR",1123,IH,7400,2006 I/H 7400 PLOW TRUCK,Hours,10,7000,96,121831,mi,7420,hr,2010,M11,238000,M64881,9000000805,,356712.53,40179,38748,,No,Critical,,,-6,%,Poor,-5.4,-54,%,Critical,,,-87,%,Critical
M64878,249,"TRUCK:32-43,999 NAVISTAR",OLD 1419,IH,7400,2006 I/H 7400 PLOW TRUCK,Hours,10,7000,96,92846,mi,7533,hr,2010,CAP,238000,,9000000802,38748,192987.61,40179,38748,45520,No,Critical,388,-1.4,-8,%,Poor,-9.3,-93,%,Critical,4.27,-0.3,-1,%,Poor
M64876,249,"TRUCK:32-43,999 NAVISTAR",,IH,7400,2006 I/H 7400 PLOW TRUCK,Hours,10,7000,96,99344,mi,8040,hr,2010,CAP,238000,,9000000801,38748,237376.56,40179,38748,45681,No,Critical,414,-2.5,-15,%,Poor,-9.3,-93,%,Critical,5.25,-4.7,-25,%,Poor
M64875,249,"TRUCK:32-43,999 NAVISTAR",1210,IH,7400,2006 IH 7400 PLOW TRUCK,Hours,10,7000,96,111128,mi,7691,hr,2010,M12,238000,M64875,9000000800,,220843.15,40179,38748,,No,Critical,,,-10,%,Poor,-5.4,-54,%,Critical,,,-16,%,Poor
M64874,249,"TRUCK:32-43,999 NAVISTAR",319,IH,7400,2006 I/H 7400 PLOW TRUCK,Hours,10,7000,96,115662,mi,8430,hr,2010,M03,238000,M64874,9000000799,,182935.37,40179,38748,,No,Critical,,,-20,%,Poor,-5.4,-54,%,Critical,,,4,%,Fair
M64871,249,"TRUCK:32-43,999 NAVISTAR",,IH,7400,2017 IH 7400 PLOW TRUCK,Hours,10,7000,96,107070,mi,7688,hr,2010,CAP,238000,,9000000796,38748,161473.4,40179,38748,45520,No,Critical,396,-1.7,-10,%,Poor,-9.3,-93,%,Critical,3.57,4.3,15,%,Fair
M64869,249,"TRUCK:32-43,999 NAVISTAR",1120,IH,7400,2006 I/H 7400 PLOW TRUCK,Hours,10,7000,96,134622,mi,7461,hr,2010,M11,238000,M64869,9000000794,,271762.47,40179,38748,,No,Critical,,,-7,%,Poor,-5.4,-54,%,Critical,,,-43,%,Poor
M64855,249,"TRUCK:32-43,999 NAVISTAR",OLD 321,IH,7400,2006 I/H 7400 PLOW TRUCK,Hours,10,7000,96,99248,mi,7170,hr,2010,CAP,238000,,9000000785,38748,145482.35,40179,38748,45698,No,Critical,369,-0.5,-2,%,Poor,-9.3,-93,%,Critical,3.21,7.4,24,%,Fair
M82806,248,"TRUCK:32,000-43,999 FRTL",1417,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,44166,mi,2738,hr,2019,M14,248000,M82806,9000006380,,57819.43,43466,43465,,No,Fair,,,61,%,Good,3.6,36,%,Fair,,,71,%,Good
M82804,248,"TRUCK:32,000-43,999 FRTL",1410,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,38078,mi,2949,hr,2019,M14,248000,M82804,9000006379,,65219.45,43466,43465,,No,Fair,,,58,%,Good,3.6,36,%,Fair,,,67,%,Good
M82802,248,"TRUCK:32,000-43,999 FRTL",1421,FRTL,108S,2019 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,48705,mi,3216,hr,2019,M14,248000,M82802,9000006421,,47028.36,43466,43465,,No,Fair,,,54,%,Good,3.6,36,%,Fair,,,76,%,Good
M82800,248,"TRUCK:32,000-43,999 FRTL",1420,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,48537,mi,3576,hr,2019,M14,248000,M82800,9000006412,,62585.92,43466,43465,,No,Fair,,,49,%,Good,3.6,36,%,Fair,,,73,%,Good
M82798,248,"TRUCK:32,000-43,999 FRTL",1214,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,36064,mi,2468,hr,2019,M12,248000,M82798,9000006411,,58884.15,43466,43465,,No,Fair,,,65,%,Good,3.6,36,%,Fair,,,70,%,Good
M82796,248,"TRUCK:32,000-43,999 FRTL",1111,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,41358,mi,2458,hr,2019,M11,248000,M82796,9000006410,,69941.2,43466,43465,,No,Fair,,,65,%,Good,3.6,36,%,Fair,,,65,%,Good
M82794,248,"TRUCK:32,000-43,999 FRTL",810,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,47805,mi,3478,hr,2019,M08,248000,M82794,9000006409,,63354.36,43466,43465,,No,Fair,,,50,%,Good,3.6,36,%,Fair,,,68,%,Good
M82792,248,"TRUCK:32,000-43,999 FRTL",612,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,41334,mi,2848,hr,2019,M06,248000,M82792,9000006378,,57269.22,43466,43465,,No,Fair,,,59,%,Good,3.6,36,%,Fair,,,71,%,Good
M82790,248,"TRUCK:32,000-43,999 FRTL",414,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,44585,mi,3575,hr,2019,M04,248000,M82790,9000006377,,58420.77,43466,43465,,No,Fair,,,49,%,Good,3.6,36,%,Fair,,,71,%,Good
M82788,248,"TRUCK:32,000-43,999 FRTL",316,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,46791,mi,4441,hr,2019,M03,248000,M82788,9000006376,,51208.42,43466,43465,,No,Fair,,,37,%,Fair,3.6,36,%,Fair,,,74,%,Good
M82786,248,"TRUCK:32,000-43,999 FRTL",222,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,35737,mi,2819,hr,2019,M02,248000,,9000006375,,92596.75,43466,43465,,Yes,Fair,,,60,%,Good,3.6,36,%,Fair,,,53,%,Good
M82784,248,"TRUCK:32,000-43,999 FRTL",221,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,95000,mi,3500,hr,2019,M02,248000,,9000006374,,55305.99,43466,43465,,Yes,Fair,,,50,%,Good,3.6,36,%,Fair,,,72,%,Good
M82782,248,"TRUCK:32,000-43,999 FRTL",121,FRTL,108S,'19 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,65564,mi,4578,hr,2019,M01,248000,M82782,9000006373,,79829.41,43466,43465,,No,Fair,,,35,%,Fair,3.6,36,%,Fair,,,60,%,Good
M81667,248,"TRUCK:32,000-43,999 FRTL",621,FRTL,108S,2018FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,50722,mi,3537,hr,2018,M06,248000,M81667,9000005129,,92955.87,43101,43118,,No,Fair,,,49,%,Good,2.6,26,%,Fair,,,53,%,Good
